0.000000000000000000e+00,-8.966890560000000132e-05
0.000000000000000000e+00,-8.977144050000000666e-05
0.000000000000000000e+00,-8.991225519999999645e-05
0.000000000000000000e+00,-9.003051220000000076e-05
0.000000000000000000e+00,-9.011254020000000092e-05
0.000000000000000000e+00,-9.025540560000000663e-05
0.000000000000000000e+00,-9.035725700000000549e-05
0.000000000000000000e+00,-9.046526049999999792e-05
0.000000000000000000e+00,-9.063341779999999797e-05
0.000000000000000000e+00,-9.075919410000000530e-05
5.000000000000000000e-01,5.000228469999999925e-01
5.000000000000000000e-01,5.000227820000000545e-01
5.000000000000000000e-01,5.000227510000000430e-01
5.000000000000000000e-01,5.000227489999999886e-01
5.000000000000000000e-01,5.000227050000000117e-01
5.000000000000000000e-01,5.000226749999999720e-01
5.000000000000000000e-01,5.000226359999999648e-01
5.000000000000000000e-01,5.000226100000000340e-01
5.000000000000000000e-01,5.000225980000000403e-01
5.000000000000000000e-01,5.000225600000000048e-01
1.000000000000000000e+00,9.998873940000000404e-01
1.000000000000000000e+00,9.998874250000000519e-01
1.000000000000000000e+00,9.998874349999999911e-01
1.000000000000000000e+00,9.998874629999999764e-01
1.000000000000000000e+00,9.998874530000000371e-01
1.000000000000000000e+00,9.998874660000000025e-01
1.000000000000000000e+00,9.998874989999999574e-01
1.000000000000000000e+00,9.998875109999999511e-01
1.000000000000000000e+00,9.998875510000000411e-01
1.000000000000000000e+00,9.998875670000000326e-01
1.500000000000000000e+00,1.499828539999999988e+00
1.500000000000000000e+00,1.499828549999999927e+00
1.500000000000000000e+00,1.499828610000000007e+00
1.500000000000000000e+00,1.499828579999999967e+00
1.500000000000000000e+00,1.499828560000000088e+00
1.500000000000000000e+00,1.499828500000000009e+00
1.500000000000000000e+00,1.499828490000000070e+00
1.500000000000000000e+00,1.499828469999999969e+00
1.500000000000000000e+00,1.499828450000000091e+00
1.500000000000000000e+00,1.499828469999999969e+00
2.000000000000000000e+00,1.999714229999999926e+00
2.000000000000000000e+00,1.999714290000000005e+00
