0.000000000000000000e+00,-9.148879739999999543e-05
0.000000000000000000e+00,-9.149016469999999635e-05
0.000000000000000000e+00,-9.151203899999999392e-05
0.000000000000000000e+00,-9.150383639999999446e-05
0.000000000000000000e+00,-9.152160930000000083e-05
0.000000000000000000e+00,-9.154553440000000580e-05
0.000000000000000000e+00,-9.155031960000000499e-05
0.000000000000000000e+00,-9.152639490000000655e-05
0.000000000000000000e+00,-9.149016590000000240e-05
0.000000000000000000e+00,-9.144641780000000526e-05
5.000000000000000000e-01,3.827355339999999884e-01
5.000000000000000000e-01,3.827355379999999863e-01
5.000000000000000000e-01,3.827355150000000261e-01
5.000000000000000000e-01,3.827354820000000157e-01
5.000000000000000000e-01,3.827354880000000126e-01
5.000000000000000000e-01,3.827354299999999876e-01
5.000000000000000000e-01,3.827353660000000213e-01
5.000000000000000000e-01,3.827353510000000014e-01
5.000000000000000000e-01,3.827353450000000046e-01
5.000000000000000000e-01,3.827353270000000141e-01
1.000000000000000000e+00,7.653609820000000230e-01
1.000000000000000000e+00,7.653609900000000188e-01
1.000000000000000000e+00,7.653610290000000260e-01
1.000000000000000000e+00,7.653610379999999935e-01
1.000000000000000000e+00,7.653610490000000155e-01
1.000000000000000000e+00,7.653610819999999704e-01
1.000000000000000000e+00,7.653610880000000227e-01
1.000000000000000000e+00,7.653610950000000468e-01
1.000000000000000000e+00,7.653611240000000038e-01
1.000000000000000000e+00,7.653611660000000372e-01
1.500000000000000000e+00,1.148045669999999907e+00
1.500000000000000000e+00,1.148045669999999907e+00
1.500000000000000000e+00,1.148045690000000008e+00
1.500000000000000000e+00,1.148045710000000108e+00
1.500000000000000000e+00,1.148045699999999947e+00
1.500000000000000000e+00,1.148045720000000047e+00
1.500000000000000000e+00,1.148045750000000087e+00
1.500000000000000000e+00,1.148045790000000066e+00
1.500000000000000000e+00,1.148045839999999984e+00
1.500000000000000000e+00,1.148045860000000085e+00
2.000000000000000000e+00,1.530684769999999917e+00
2.000000000000000000e+00,1.530684750000000038e+00
2.000000000000000000e+00,1.530684740000000099e+00
2.000000000000000000e+00,1.530684740000000099e+00
2.000000000000000000e+00,1.530684710000000059e+00
2.000000000000000000e+00,1.530684719999999999e+00
2.000000000000000000e+00,1.530684719999999999e+00
2.000000000000000000e+00,1.530684710000000059e+00
2.000000000000000000e+00,1.530684680000000020e+00
2.000000000000000000e+00,1.530684659999999919e+00
2.500000000000000000e+00,1.913479740000000096e+00
2.500000000000000000e+00,1.913479759999999974e+00
2.500000000000000000e+00,1.913479799999999953e+00
2.500000000000000000e+00,1.913479790000000014e+00
2.500000000000000000e+00,1.913479769999999913e+00
2.500000000000000000e+00,1.913479790000000014e+00
2.500000000000000000e+00,1.913479799999999953e+00
2.500000000000000000e+00,1.913479799999999953e+00
2.500000000000000000e+00,1.913479869999999972e+00
2.500000000000000000e+00,1.913479879999999911e+00
3.000000000000000000e+00,2.296157550000000214e+00
3.000000000000000000e+00,2.296157550000000214e+00
3.000000000000000000e+00,2.296157550000000214e+00
3.000000000000000000e+00,2.296157589999999971e+00
3.000000000000000000e+00,2.296157589999999971e+00
3.000000000000000000e+00,2.296157630000000172e+00
3.000000000000000000e+00,2.296157659999999989e+00
3.000000000000000000e+00,2.296157669999999928e+00
3.000000000000000000e+00,2.296157689999999807e+00
3.000000000000000000e+00,2.296157700000000190e+00
3.500000000000000000e+00,2.678812499999999819e+00
3.500000000000000000e+00,2.678812510000000202e+00
3.500000000000000000e+00,2.678812549999999959e+00
3.500000000000000000e+00,2.678812569999999837e+00
3.500000000000000000e+00,2.678812590000000160e+00
3.500000000000000000e+00,2.678812569999999837e+00
3.500000000000000000e+00,2.678812549999999959e+00
3.500000000000000000e+00,2.678812530000000081e+00
3.500000000000000000e+00,2.678812530000000081e+00
3.500000000000000000e+00,2.678812549999999959e+00
4.000000000000000000e+00,3.061486260000000126e+00
4.000000000000000000e+00,3.061486260000000126e+00
4.000000000000000000e+00,3.061486250000000187e+00
4.000000000000000000e+00,3.061486280000000004e+00
4.000000000000000000e+00,3.061486320000000205e+00
4.000000000000000000e+00,3.061486400000000163e+00
4.000000000000000000e+00,3.061486459999999798e+00
4.000000000000000000e+00,3.061486480000000121e+00
4.000000000000000000e+00,3.061486529999999817e+00
4.000000000000000000e+00,3.061486560000000079e+00
4.500000000000000000e+00,3.444276340000000047e+00
4.500000000000000000e+00,3.444276330000000108e+00
4.500000000000000000e+00,3.444276299999999846e+00
4.500000000000000000e+00,3.444276359999999926e+00
4.500000000000000000e+00,3.444276369999999865e+00
4.500000000000000000e+00,3.444276379999999804e+00
4.500000000000000000e+00,3.444276379999999804e+00
4.500000000000000000e+00,3.444276400000000127e+00
4.500000000000000000e+00,3.444276410000000066e+00
4.500000000000000000e+00,3.444276449999999823e+00
5.000000000000000000e+00,3.826925430000000183e+00
5.000000000000000000e+00,3.826925409999999861e+00
5.000000000000000000e+00,3.826925409999999861e+00
5.000000000000000000e+00,3.826925349999999781e+00
5.000000000000000000e+00,3.826925319999999964e+00
5.000000000000000000e+00,3.826925290000000146e+00
5.000000000000000000e+00,3.826925249999999945e+00
5.000000000000000000e+00,3.826925220000000127e+00
5.000000000000000000e+00,3.826925210000000188e+00
5.000000000000000000e+00,3.826925199999999805e+00
5.500000000000000000e+00,4.209593599999999824e+00
5.500000000000000000e+00,4.209593609999999764e+00
5.500000000000000000e+00,4.209593550000000128e+00
5.500000000000000000e+00,4.209593489999999605e+00
5.500000000000000000e+00,4.209593469999999726e+00
5.500000000000000000e+00,4.209593449999999848e+00
5.500000000000000000e+00,4.209593469999999726e+00
5.500000000000000000e+00,4.209593469999999726e+00
5.500000000000000000e+00,4.209593459999999787e+00
5.500000000000000000e+00,4.209593459999999787e+00
6.000000000000000000e+00,4.592220339999999901e+00
6.000000000000000000e+00,4.592220300000000144e+00
6.000000000000000000e+00,4.592220310000000083e+00
6.000000000000000000e+00,4.592220349999999840e+00
